CD_MUN,NM_MUN,pc_iluminacao,classe_ilu,tx_atropelamento,classe_obt,classe_bivariada
3515350,Euclides da Cunha Paulista,80.2,Baixa,0.0,Baixa,Baixa_Baixa
3524204,Jaborandi,100.0,Alta,31.781344350866,Alta,Alta_Alta
3542909,Ribeirão Bonito,94.41,Média,18.0521707735355,Média,Média_Média
3534757,Ouroeste,94.08,Média,9.43752359380899,Média,Média_Média
3500907,Altair,96.18,Média,0.0,Baixa,Média_Baixa
3518909,Guzolândia,96.98,Média,0.0,Baixa,Média_Baixa
3519204,Iacri,99.84,Alta,16.1108425970678,Média,Alta_Média
3544707,Sagres,95.28,Média,0.0,Baixa,Média_Baixa
3528304,Magda,93.87,Baixa,31.1332503113325,Alta,Baixa_Alta
3511300,Cedral,97.71,Alta,37.9939209726444,Alta,Alta_Alta
3521200,Iporanga,89.43,Baixa,0.0,Baixa,Baixa_Baixa
