CD_MUN,NM_MUN,pc_iluminacao,classe_ilu,tx_atropelamento,classe_obt,classe_bivariada
3503604,Areiópolis,96.45,Média,19.4988788144682,Média,Média_Média
3541059,Pratânia,96.45,Média,0.0,Baixa,Média_Baixa
3501509,Alvinlândia,98.23,Alta,0.0,Baixa,Alta_Baixa
3532801,Nova Aliança,97.56,Alta,0.0,Baixa,Alta_Baixa
3510104,Cândido Rodrigues,94.33,Média,0.0,Baixa,Média_Baixa
3533304,Nova Luzitânia,97.03,Média,0.0,Baixa,Média_Baixa
3557154,Zacarias,96.64,Média,0.0,Baixa,Média_Baixa
3521309,Ipuã,95.55,Média,13.6137771424682,Média,Média_Média
3501806,Américo de Campos,95.38,Média,0.0,Baixa,Média_Baixa
3534005,Onda Verde,92.63,Baixa,20.3583061889251,Média,Baixa_Média
3540101,Pongaí,93.88,Baixa,0.0,Baixa,Baixa_Baixa
3541653,Quadra,20.76,Baixa,0.0,Baixa,Baixa_Baixa
3515657,Fernão,86.54,Baixa,0.0,Baixa,Baixa_Baixa
3520707,Indiaporã,92.98,Baixa,48.6736432221952,Alta,Baixa_Alta
3504305,Avaí,97.99,Alta,22.1287895552113,Alta,Alta_Alta
3504404,Avanhandava,96.73,Média,17.4855744011191,Média,Média_Média
3527009,Lindóia,94.11,Média,0.0,Baixa,Média_Baixa
3533254,Novais,98.5,Alta,0.0,Baixa,Alta_Baixa
3507456,Borebi,99.66,Alta,35.880875493362,Alta,Alta_Alta
3502309,Anhembi,92.31,Baixa,0.0,Baixa,Baixa_Baixa
3552601,Tabapuã,93.52,Baixa,17.3928167666754,Média,Baixa_Média
3547106,Santa Mercedes,74.91,Baixa,0.0,Baixa,Baixa_Baixa
3555703,União Paulista,98.31,Alta,0.0,Baixa,Alta_Baixa
3512605,Coronel Macedo,96.06,Média,0.0,Baixa,Média_Baixa
3557204,Chavantes,98.7,Alta,0.0,Baixa,Alta_Baixa
3525607,João Ramalho,97.66,Alta,44.8833034111311,Alta,Alta_Alta
3507209,Borá,94.81,Média,0.0,Baixa,Média_Baixa
3511409,Cerqueira César,94.62,Média,4.52980612429788,Baixa,Média_Baixa
3523008,Itapura,96.31,Média,0.0,Baixa,Média_Baixa
3507704,Braúna,96.71,Média,0.0,Baixa,Média_Baixa
3554656,Torre de Pedra,84.69,Baixa,0.0,Baixa,Baixa_Baixa
3555505,Ubirajara,97.22,Alta,0.0,Baixa,Alta_Baixa
3551405,Serra Azul,93.29,Baixa,0.0,Baixa,Baixa_Baixa
3528106,Macaubal,97.56,Alta,26.3608804534071,Alta,Alta_Alta
3548104,Santo Antônio do Jardim,93.53,Baixa,16.0333493666827,Média,Baixa_Média
3517109,Glicério,94.14,Média,0.0,Baixa,Média_Baixa
3551306,Sebastianópolis do Sul,98.46,Alta,31.3774709758393,Alta,Alta_Alta
3553658,Taquaral,97.63,Alta,37.7073906485671,Alta,Alta_Alta
3533700,Ocauçu,99.72,Alta,0.0,Baixa,Alta_Baixa
3553906,Tarabai,94.96,Média,0.0,Baixa,Média_Baixa
3539905,Poloni,98.02,Alta,0.0,Baixa,Alta_Baixa
3536109,Pardinho,90.81,Baixa,27.0929287455974,Alta,Baixa_Alta
3521150,Ipiguá,96.71,Média,0.0,Baixa,Média_Baixa
3516507,Gabriel Monteiro,98.99,Alta,0.0,Baixa,Alta_Baixa
3527900,Lutécia,94.34,Média,0.0,Baixa,Média_Baixa
3503356,Arco-Íris,95.34,Média,0.0,Baixa,Média_Baixa
3553005,Taguaí,96.3,Média,15.3775180685837,Média,Média_Média
3540309,Pontes Gestal,97.11,Alta,41.407867494824,Alta,Alta_Alta
3556602,Vera Cruz,97.35,Alta,19.4287934719254,Média,Alta_Média
3508009,Buri,92.05,Baixa,4.83699332494921,Baixa,Baixa_Baixa
3555802,Urânia,97.87,Alta,11.1445447453472,Média,Alta_Média
3505351,Barra do Chapéu,74.74,Baixa,0.0,Baixa,Baixa_Baixa
3509809,Campos Novos Paulista,96.77,Média,0.0,Baixa,Média_Baixa
3521507,Irapuã,97.55,Alta,0.0,Baixa,Alta_Baixa
3515905,Floreal,99.16,Alta,0.0,Baixa,Alta_Baixa
3524501,Jaci,99.0,Alta,25.3871541000254,Alta,Alta_Alta
3514205,Dolcinópolis,99.05,Alta,44.4444444444445,Alta,Alta_Alta
3523800,Itobi,96.6,Média,12.1802679658953,Média,Média_Média
3516804,Gastão Vidigal,99.1,Alta,0.0,Baixa,Alta_Baixa
3545506,Sandovalina,96.11,Média,0.0,Baixa,Média_Baixa
3514502,Duartina,97.61,Alta,7.98148295953388,Baixa,Alta_Baixa
3515806,Flora Rica,96.89,Média,0.0,Baixa,Média_Baixa
3549201,São João das Duas Pontes,98.29,Alta,0.0,Baixa,Alta_Baixa
3555901,Uru,96.73,Média,0.0,Baixa,Média_Baixa
3539608,Planalto,95.85,Média,0.0,Baixa,Média_Baixa
3529104,Marinópolis,98.8,Alta,0.0,Baixa,Alta_Baixa
3533601,Nuporanga,99.67,Alta,0.0,Baixa,Alta_Baixa
3501202,Álvares Florence,97.41,Alta,0.0,Baixa,Alta_Baixa
3554409,Terra Roxa,97.94,Alta,0.0,Baixa,Alta_Baixa
3501103,Alto Alegre,95.21,Média,0.0,Baixa,Média_Baixa
3554904,Três Fronteiras,98.72,Alta,0.0,Baixa,Alta_Baixa
3512506,Coroados,94.85,Média,18.1884321571481,Média,Média_Média
3553104,Taiaçu,99.44,Alta,0.0,Baixa,Alta_Baixa
3555356,Ubarana,94.74,Média,0.0,Baixa,Média_Baixa
3537701,Piacatu,98.54,Alta,0.0,Baixa,Alta_Baixa
3528601,Manduri,96.83,Média,19.8176773682124,Média,Média_Média
3515129,Emilianópolis,97.54,Alta,0.0,Baixa,Alta_Baixa
3528858,Marapoama,98.05,Alta,0.0,Baixa,Alta_Baixa
3552551,Suzanápolis,97.95,Alta,0.0,Baixa,Alta_Baixa
3547205,Santana da Ponte Pensa,99.44,Alta,0.0,Baixa,Alta_Baixa
3520608,Indiana,98.36,Alta,0.0,Baixa,Alta_Baixa
3527702,Luiziânia,89.39,Baixa,42.0964007577352,Alta,Baixa_Alta
3543808,Rinópolis,99.31,Alta,21.3743721278187,Média,Alta_Média
3506201,Bento de Abreu,98.76,Alta,0.0,Baixa,Alta_Baixa
3526308,Lagoinha,93.64,Baixa,19.2975685063682,Média,Baixa_Média
3504701,Balbinos,91.54,Baixa,25.2334090335604,Alta,Baixa_Alta
3506706,Boa Esperança do Sul,99.33,Alta,0.0,Baixa,Alta_Baixa
3503950,Aspásia,100.0,Alta,53.3902829684997,Alta,Alta_Alta
3517307,Guaimbê,97.59,Alta,0.0,Baixa,Alta_Baixa
3503505,Areias,89.09,Baixa,0.0,Baixa,Baixa_Baixa
3546504,Santa Ernestina,96.75,Média,15.9846547314578,Média,Média_Média
3543204,Ribeirão do Sul,82.36,Baixa,62.9194630872483,Alta,Baixa_Alta
3535101,Palmares Paulista,93.33,Baixa,20.599443815017,Média,Baixa_Média
3555208,Turiúba,95.08,Média,0.0,Baixa,Média_Baixa
3554755,Trabiju,100.0,Alta,0.0,Baixa,Alta_Baixa
3530904,Mombuca,94.43,Média,0.0,Baixa,Média_Baixa
3534807,Ouro Verde,98.39,Alta,25.3132514871535,Alta,Alta_Alta
3508801,Cafelândia,93.77,Baixa,23.6616385684709,Alta,Baixa_Alta
3527801,Lupércio,98.95,Alta,0.0,Baixa,Alta_Baixa
3549003,São Francisco,99.62,Alta,0.0,Baixa,Alta_Baixa
3540853,Pracinha,96.02,Média,0.0,Baixa,Média_Baixa
3525409,Jeriquara,96.49,Média,0.0,Baixa,Média_Baixa
3542305,Redenção da Serra,62.57,Baixa,0.0,Baixa,Baixa_Baixa
3549607,São José do Barreiro,90.88,Baixa,0.0,Baixa,Baixa_Baixa
3541802,Queiroz,92.17,Baixa,0.0,Baixa,Baixa_Baixa
3537008,Pedregulho,93.93,Média,25.4097319273282,Alta,Média_Alta
3532603,Nhandeara,96.67,Média,0.0,Baixa,Média_Baixa
3544301,Roseira,92.78,Baixa,27.0392068499324,Alta,Baixa_Alta
3532504,Neves Paulista,93.99,Média,20.1592581393005,Média,Média_Média
3544400,Rubiácea,97.82,Alta,0.0,Baixa,Alta_Baixa
3503000,Aramina,95.93,Média,0.0,Baixa,Média_Baixa
3532868,Nova Castilho,100.0,Alta,0.0,Baixa,Alta_Baixa
3531001,Monções,97.09,Alta,0.0,Baixa,Alta_Baixa
3549300,São João do Pau d'Alho,96.55,Média,0.0,Baixa,Média_Baixa
3522000,Itaju,96.7,Média,0.0,Baixa,Média_Baixa
3514304,Dourado,99.05,Alta,12.2159784998778,Média,Alta_Média
3507159,Bom Sucesso de Itararé,95.75,Média,0.0,Baixa,Média_Baixa
3545100,Salmourão,98.58,Alta,0.0,Baixa,Alta_Baixa
3519808,Icém,96.64,Média,50.1945037018447,Alta,Média_Alta
3543238,Ribeirão dos Índios,100.0,Alta,0.0,Baixa,Alta_Baixa
3525805,Júlio Mesquita,91.93,Baixa,46.4252553389044,Alta,Baixa_Alta
3533205,Nova Independência,94.55,Média,0.0,Baixa,Média_Baixa
3554607,Timburi,97.59,Alta,40.1606425702811,Alta,Alta_Alta
3500808,Alfredo Marcondes,98.29,Alta,21.9490781387182,Alta,Alta_Alta
3533809,Óleo,94.7,Média,0.0,Baixa,Média_Baixa
3518107,Guarantã,94.05,Média,61.2463634971674,Alta,Média_Alta
